1,9.0,820.12,504.56,90.45,167.40,1.0,-1,-1,-1
1,8.0,1037.47,429.64,118.80,189.67,1.0,-1,-1,-1
1,7.0,555.19,553.50,89.78,154.58,1.0,-1,-1,-1
1,6.0,720.90,444.49,85.05,176.18,1.0,-1,-1,-1
1,5.0,1242.00,533.25,110.70,173.48,1.0,-1,-1,-1
1,4.0,1432.35,553.16,86.40,185.29,1.0,-1,-1,-1
1,3.0,978.75,506.25,121.50,185.62,1.0,-1,-1,-1
1,2.0,837.00,542.70,153.90,224.10,1.0,-1,-1,-1
1,1.0,329.57,550.46,120.66,188.66,1.0,-1,-1,-1
2,9.0,816.75,496.46,89.10,178.20,1.0,-1,-1,-1
2,8.0,1042.20,429.98,114.75,189.68,1.0,-1,-1,-1
2,7.0,555.86,546.08,97.88,161.33,1.0,-1,-1,-1
2,6.0,714.83,444.49,89.10,176.18,1.0,-1,-1,-1
2,5.0,1227.83,525.49,128.25,183.94,1.0,-1,-1,-1
2,4.0,1432.35,554.85,91.80,185.62,1.0,-1,-1,-1
2,3.0,978.75,501.53,128.25,191.03,1.0,-1,-1,-1
2,2.0,835.65,544.39,155.25,222.41,1.0,-1,-1,-1
2,1.0,325.18,555.19,123.02,184.61,1.0,-1,-1,-1
3,9.0,809.33,488.70,97.20,193.05,1.0,-1,-1,-1
3,8.0,1037.47,426.94,120.15,196.43,1.0,-1,-1,-1
3,7.0,553.50,532.58,100.58,174.83,1.0,-1,-1,-1
3,6.0,709.43,432.68,95.85,191.02,1.0,-1,-1,-1
3,5.0,1225.12,521.44,130.95,189.34,1.0,-1,-1,-1
3,4.0,1432.35,558.23,97.20,181.58,1.0,-1,-1,-1
3,3.0,979.43,503.21,130.95,189.34,1.0,-1,-1,-1
3,2.0,835.65,550.12,155.25,216.68,1.0,-1,-1,-1
3,1.0,321.98,560.59,126.23,181.91,1.0,-1,-1,-1
4,9.0,809.33,486.68,95.85,194.40,1.0,-1,-1,-1
4,8.0,1036.80,426.60,124.20,197.10,1.0,-1,-1,-1
4,7.0,545.06,531.23,110.70,176.17,1.0,-1,-1,-1
4,6.0,705.38,430.65,101.25,193.05,1.0,-1,-1,-1
4,5.0,1223.78,522.45,132.30,186.98,1.0,-1,-1,-1
4,4.0,1431.00,564.30,102.60,175.50,1.0,-1,-1,-1
4,3.0,979.43,511.65,130.95,180.90,1.0,-1,-1,-1
4,2.0,835.65,554.85,155.25,211.95,1.0,-1,-1,-1
4,1.0,322.14,559.58,126.39,183.60,1.0,-1,-1,-1
5,9.0,808.65,491.74,97.20,189.00,1.0,-1,-1,-1
5,8.0,1036.12,440.10,124.20,182.25,1.0,-1,-1,-1
5,7.0,545.40,526.84,110.03,178.54,1.0,-1,-1,-1
5,6.0,704.03,429.98,102.60,193.73,1.0,-1,-1,-1
5,5.0,1223.78,526.50,132.30,183.60,1.0,-1,-1,-1
5,4.0,1431.00,569.03,102.60,170.78,1.0,-1,-1,-1
5,3.0,978.75,522.11,132.30,170.44,1.0,-1,-1,-1
5,2.0,836.33,559.24,155.25,207.56,1.0,-1,-1,-1
5,1.0,321.81,558.90,126.39,184.28,1.0,-1,-1,-1
6,9.0,808.65,498.83,97.20,182.25,1.0,-1,-1,-1
6,8.0,1037.47,448.54,122.85,173.48,1.0,-1,-1,-1
6,7.0,545.40,516.38,105.30,187.65,1.0,-1,-1,-1
6,6.0,704.70,433.35,102.60,190.35,1.0,-1,-1,-1
6,5.0,1223.78,536.29,132.30,174.49,1.0,-1,-1,-1
6,4.0,1431.00,571.73,102.60,168.08,1.0,-1,-1,-1
6,3.0,978.75,527.17,132.30,166.05,1.0,-1,-1,-1
6,2.0,836.33,562.95,156.60,203.85,1.0,-1,-1,-1
6,1.0,321.64,562.28,127.58,181.58,1.0,-1,-1,-1
7,9.0,807.98,506.25,95.85,175.50,1.0,-1,-1,-1
7,8.0,1036.12,454.95,122.85,166.05,1.0,-1,-1,-1
7,7.0,548.78,506.25,98.55,197.77,1.0,-1,-1,-1
7,6.0,704.70,438.08,102.60,185.62,1.0,-1,-1,-1
7,5.0,1222.43,546.75,133.65,163.35,1.0,-1,-1,-1
7,4.0,1431.00,573.75,99.90,166.05,1.0,-1,-1,-1
7,3.0,978.08,523.80,132.30,170.10,1.0,-1,-1,-1
7,2.0,835.65,568.69,157.95,198.11,1.0,-1,-1,-1
7,1.0,321.81,569.03,127.07,174.15,1.0,-1,-1,-1
8,9.0,808.65,516.71,95.85,165.38,1.0,-1,-1,-1
8,8.0,1035.45,448.88,125.55,170.10,1.0,-1,-1,-1
8,7.0,552.15,499.50,109.35,204.52,1.0,-1,-1,-1
8,6.0,704.70,445.50,103.95,178.20,1.0,-1,-1,-1
8,5.0,1223.78,549.45,132.30,159.98,1.0,-1,-1,-1
8,4.0,1431.00,573.08,94.50,166.05,1.0,-1,-1,-1
8,3.0,978.75,523.12,130.95,171.45,1.0,-1,-1,-1
8,2.0,835.65,570.04,157.95,196.76,1.0,-1,-1,-1
8,1.0,321.64,583.20,127.58,159.98,1.0,-1,-1,-1
9,9.0,807.98,515.03,99.90,167.40,1.0,-1,-1,-1
9,8.0,1038.15,447.86,121.50,170.77,1.0,-1,-1,-1
9,7.0,553.84,502.20,110.03,201.15,1.0,-1,-1,-1
9,6.0,703.35,448.88,105.30,174.83,1.0,-1,-1,-1
9,5.0,1223.78,549.45,132.30,159.98,1.0,-1,-1,-1
9,4.0,1431.00,571.05,94.50,168.75,1.0,-1,-1,-1
9,3.0,978.75,521.78,130.95,173.47,1.0,-1,-1,-1
9,2.0,835.65,570.38,157.95,197.10,1.0,-1,-1,-1
9,1.0,321.98,584.55,127.58,159.97,1.0,-1,-1,-1
10,9.0,808.65,516.04,99.90,166.72,1.0,-1,-1,-1
10,8.0,1037.47,444.15,124.20,173.47,1.0,-1,-1,-1
10,7.0,555.19,511.65,110.03,192.38,1.0,-1,-1,-1
10,6.0,703.35,453.94,106.65,170.10,1.0,-1,-1,-1
10,5.0,1223.78,546.41,132.30,163.01,1.0,-1,-1,-1
