1,9.0,661.95,461.70,77.40,58.50,1.0,-1,-1,-1
1,8.0,612.00,478.80,81.90,73.80,1.0,-1,-1,-1
1,7.0,628.20,416.70,85.50,104.40,1.0,-1,-1,-1
1,6.0,359.55,472.05,101.25,72.90,1.0,-1,-1,-1
1,5.0,733.50,489.60,90.90,62.10,1.0,-1,-1,-1
1,4.0,808.20,459.45,74.70,58.50,1.0,-1,-1,-1
1,3.0,549.00,459.45,82.80,59.40,1.0,-1,-1,-1
1,2.0,850.95,472.05,100.35,68.40,1.0,-1,-1,-1
2,10.0,713.70,459.45,89.10,62.10,1.0,-1,-1,-1
2,9.0,664.20,459.90,77.40,60.30,1.0,-1,-1,-1
2,8.0,612.45,476.10,81.90,76.50,1.0,-1,-1,-1
2,7.0,628.20,416.47,85.50,100.12,1.0,-1,-1,-1
2,6.0,360.45,469.80,100.80,74.70,1.0,-1,-1,-1
2,5.0,733.05,490.05,90.90,61.20,1.0,-1,-1,-1
2,4.0,807.75,455.62,72.90,62.77,1.0,-1,-1,-1
2,3.0,549.45,456.97,81.00,61.42,1.0,-1,-1,-1
2,2.0,850.50,470.70,100.80,69.30,1.0,-1,-1,-1
3,10.0,714.60,455.40,84.60,69.30,1.0,-1,-1,-1
3,9.0,663.75,464.85,73.80,54.90,1.0,-1,-1,-1
3,8.0,612.45,476.10,79.20,76.50,1.0,-1,-1,-1
3,7.0,626.85,417.15,85.50,93.60,1.0,-1,-1,-1
3,6.0,360.45,468.00,105.75,76.50,1.0,-1,-1,-1
3,5.0,733.05,488.70,90.90,63.00,1.0,-1,-1,-1
3,4.0,808.20,452.02,70.20,65.92,1.0,-1,-1,-1
3,3.0,548.55,455.17,80.10,63.22,1.0,-1,-1,-1
3,2.0,850.50,468.45,99.90,72.00,1.0,-1,-1,-1
4,9.0,665.10,463.50,73.80,55.80,1.0,-1,-1,-1
4,8.0,612.45,475.20,77.40,77.40,1.0,-1,-1,-1
4,7.0,627.75,417.37,84.60,91.58,1.0,-1,-1,-1
4,6.0,360.67,465.30,113.62,79.20,1.0,-1,-1,-1
4,5.0,732.60,491.85,90.90,59.40,1.0,-1,-1,-1
4,4.0,807.75,448.20,67.50,70.20,1.0,-1,-1,-1
4,3.0,549.00,451.35,76.50,67.50,1.0,-1,-1,-1
4,2.0,851.40,466.20,97.20,73.80,1.0,-1,-1,-1
5,10.0,720.00,448.20,81.00,81.00,1.0,-1,-1,-1
5,9.0,661.50,461.70,75.60,57.60,1.0,-1,-1,-1
5,8.0,612.90,468.00,81.00,84.60,1.0,-1,-1,-1
5,7.0,625.50,411.75,85.50,106.20,1.0,-1,-1,-1
5,6.0,360.22,463.50,114.98,81.00,1.0,-1,-1,-1
5,5.0,731.70,488.70,90.90,63.00,1.0,-1,-1,-1
5,4.0,806.40,446.62,65.70,71.77,1.0,-1,-1,-1
5,3.0,549.00,447.07,74.70,72.68,1.0,-1,-1,-1
5,2.0,850.05,463.05,94.95,76.50,1.0,-1,-1,-1
5,1.0,479.70,491.85,94.50,62.10,1.0,-1,-1,-1
6,10.0,720.00,446.40,75.60,80.10,1.0,-1,-1,-1
6,9.0,664.20,459.45,71.10,60.30,1.0,-1,-1,-1
6,8.0,612.45,459.90,80.10,93.60,1.0,-1,-1,-1
6,7.0,628.20,406.80,82.80,111.60,1.0,-1,-1,-1
6,6.0,360.00,460.57,117.00,83.93,1.0,-1,-1,-1
6,5.0,733.05,486.00,89.10,65.70,1.0,-1,-1,-1
6,4.0,805.95,443.47,63.00,74.47,1.0,-1,-1,-1
6,3.0,549.90,443.02,72.90,77.17,1.0,-1,-1,-1
6,2.0,850.50,457.42,91.80,82.58,1.0,-1,-1,-1
6,1.0,479.70,489.60,96.30,64.80,1.0,-1,-1,-1
7,10.0,718.65,444.82,67.50,80.32,1.0,-1,-1,-1
7,9.0,666.90,454.95,67.50,64.80,1.0,-1,-1,-1
7,8.0,612.00,463.95,78.30,89.10,1.0,-1,-1,-1
7,7.0,628.65,401.85,80.10,114.30,1.0,-1,-1,-1
7,6.0,360.22,456.97,117.23,87.97,1.0,-1,-1,-1
7,5.0,731.25,488.70,89.10,63.00,1.0,-1,-1,-1
7,4.0,805.95,442.12,59.40,76.27,1.0,-1,-1,-1
7,3.0,550.35,439.65,70.20,80.10,1.0,-1,-1,-1
7,2.0,850.50,457.20,86.40,82.80,1.0,-1,-1,-1
7,1.0,479.70,486.45,89.10,67.50,1.0,-1,-1,-1
8,10.0,718.20,441.90,79.20,88.20,1.0,-1,-1,-1
8,9.0,668.25,448.42,60.30,71.33,1.0,-1,-1,-1
8,8.0,611.55,461.70,86.40,91.80,1.0,-1,-1,-1
8,7.0,629.10,393.07,78.30,125.77,1.0,-1,-1,-1
8,6.0,360.45,452.25,117.00,92.70,1.0,-1,-1,-1
8,5.0,729.90,486.45,85.50,64.80,1.0,-1,-1,-1
8,4.0,802.35,438.30,61.20,80.10,1.0,-1,-1,-1
8,3.0,546.75,432.90,72.00,85.50,1.0,-1,-1,-1
8,2.0,849.60,453.60,77.40,86.40,1.0,-1,-1,-1
8,1.0,479.70,476.55,92.70,77.40,1.0,-1,-1,-1
9,10.0,719.55,441.22,72.90,88.88,1.0,-1,-1,-1
9,9.0,666.00,446.40,61.20,72.90,1.0,-1,-1,-1
9,8.0,612.00,456.52,80.10,95.62,1.0,-1,-1,-1
9,7.0,630.45,391.50,78.30,125.10,1.0,-1,-1,-1
9,6.0,360.22,449.32,115.42,96.07,1.0,-1,-1,-1
9,5.0,728.55,481.95,83.70,69.30,1.0,-1,-1,-1
9,4.0,804.60,437.62,57.60,80.32,1.0,-1,-1,-1
9,3.0,541.35,431.10,77.40,87.30,1.0,-1,-1,-1
9,2.0,849.60,455.40,73.80,84.60,1.0,-1,-1,-1
9,1.0,479.70,469.35,90.90,85.50,1.0,-1,-1,-1
10,10.0,720.00,440.32,76.50,96.98,1.0,-1,-1,-1
10,9.0,661.95,441.90,66.60,77.40,1.0,-1,-1,-1
10,8.0,611.10,451.35,81.90,100.80,1.0,-1,-1,-1
10,7.0,630.00,386.55,77.40,138.15,1.0,-1,-1,-1
10,6.0,360.45,446.40,116.55,99.00,1.0,-1,-1,-1
10,5.0,727.20,471.15,88.20,80.10,1.0,-1,-1,-1
10,4.0,800.10,435.82,63.00,82.57,1.0,-1,-1,-1
10,3.0,549.45,426.82,69.30,91.57,1.0,-1,-1,-1
10,2.0,849.60,451.12,74.70,88.43,1.0,-1,-1,-1
10,1.0,479.70,457.42,87.30,96.97,1.0,-1,-1,-1
11,10.0,721.35,440.55,90.00,105.30,1.0,-1,-1,-1
11,9.0,663.75,438.07,64.80,81.23,1.0,-1,-1,-1
11,8.0,609.75,449.77,83.70,101.92,1.0,-1,-1,-1
11,7.0,630.90,384.75,74.70,141.75,1.0,-1,-1,-1
11,6.0,360.22,446.62,115.42,98.77,1.0,-1,-1,-1
11,5.0,727.20,470.25,92.70,81.00,1.0,-1,-1,-1
11,4.0,802.35,434.47,59.40,83.47,1.0,-1,-1,-1
11,3.0,549.45,424.12,71.10,94.27,1.0,-1,-1,-1
11,2.0,849.15,447.52,75.15,92.02,1.0,-1,-1,-1
11,1.0,480.15,452.02,87.30,102.38,1.0,-1,-1,-1
12,10.0,718.65,438.75,80.10,95.40,1.0,-1,-1,-1
12,9.0,664.20,436.27,63.90,83.02,1.0,-1,-1,-1
12,8.0,604.80,448.42,89.10,104.17,1.0,-1,-1,-1
12,7.0,634.95,382.27,74.70,147.37,1.0,-1,-1,-1
12,6.0,360.45,442.12,112.05,102.82,1.0,-1,-1,-1
12,5.0,727.20,465.30,92.70,86.40,1.0,-1,-1,-1
12,4.0,797.85,432.67,63.90,85.27,1.0,-1,-1,-1
12,3.0,547.20,421.42,69.30,96.97,1.0,-1,-1,-1
12,2.0,849.15,445.50,75.15,94.50,1.0,-1,-1,-1
12,1.0,481.50,442.57,84.60,112.27,1.0,-1,-1,-1
13,10.0,718.65,438.07,81.00,92.02,1.0,-1,-1,-1
13,9.0,661.50,434.47,66.60,85.28,1.0,-1,-1,-1
